GENE,logFC,PValue,FDR
Togaram2,-0.00914551449113285,0.993749273688101,1
Smad3,-0.00135177233374956,0.993800610993696,1
Gzmm,0.00295763391787119,0.993868962875025,1
Shisa9,-0.00696780779392281,0.993918882880014,1
Gm20603,0.00702276727521208,0.994067311614635,1
Lrrc6,-0.00847907541453209,0.994108920313938,1
Mob3c,0.00154839680727755,0.994137197920797,1
Sgcb,0.00161960355096358,0.99461333212142,1
Tst,-0.00158189366680774,0.994986197391715,1
Ptprt,-0.0035340038415426,0.995006121151055,1
Zc3h12d,-0.002808166679573,0.995032119185127,1
AU020206,-0.00158285205304681,0.99514792951142,1
Dmtn,0.00305948678021965,0.995451806978352,1
Tmprss4,0.00396634130520458,0.995518261148901,1
Clcn3,0.00116172933237953,0.995579214965307,1
Peg3,-0.00268484286682052,0.995765862148547,1
B430319G15Rik,0.00319368019709364,0.99590450173687906,1
Cops7a,-8.98698567721388e-4,0.996001693935978,1
Hs6st2,0.00207136757989734,0.996173504039873,1
Rrp7a,-8.60118107334513e-4,0.996237008542862,1
Mir680-2,-0.00355308069590581,0.996304929760762,1
Lockd,-0.00262600760006752,0.996307872682141,1
Man1a,7.77233746046404e-4,0.996462866903227,1
Srpx,0.0018109747454291,0.996529137217995,1
Ighd2-6,-0.00424508024421716,0.9965664600709,1
Clec16a,-6.24634347266457e-4,0.996813201274761,1
Zfp939,0.00113004411845172,0.996923384231736,1
Gbp8,-0.00117037210565297,0.99713232113446,1
Klra8,0.00243368902759727,0.997165507501901,1
Lrfn1,-0.00200005802745028,0.997228740397269,1
Gulp1,9.98446141059742e-4,0.997730965708047,1
Fbxo46,7.81272230754009e-4,0.997743759795827,1
Il6st,5.57066723581841e-4,0.997857371775046,1
Gdap1l1,-0.00240602414354678,0.997952171742345,1
Mmab,-5.56914579720564e-4,0.998136743804484,1
Ky,0.00134701788784154,0.998249798601613,1
Cap1,-3.77101654912691e-4,0.998285078470683,1
Nt5c3,-4.63164959702607e-4,0.998356136996897,1
Aktip,4.08608878311873e-4,0.998419191664021,1
Nhsl2,-6.47691278530921e-4,0.998452311488853,1
Gabra3,-0.00108339403901938,0.998639366037237,1
Serpinb2,-7.51068176794479e-4,0.998701165752013,1
Olfm1,4.8497640715843e-4,0.99879184440703,1
Dgat1,-3.58760582605416e-4,0.998805612636849,1
Casq1,-6.23851754994654e-4,0.999318715825811,1
Gbp5,-3.13487183939492e-4,0.999332648747504,1
Zfp277,1.88515435870913e-4,0.999352670451538,1
Plxnb3,-3.91745359291361e-4,0.999476245648641,1
Itga6,-1.51059577019715e-4,0.999489310858368,1
Cirbp,-2.32120696703853e-4,0.999611183220158,1
Eno1,-7.03428116844818e-5,0.999735285684741,1
Gm1043,2.76350232836811e-4,0.999751076374557,1
Mxd3,-7.51461519473999e-5,0.999878254122478,1
Slc39a10,-3.51451357088117e-5,0.999894042583887,1
Gm10568,0,1,1
Oprk1,0,1,1
Npbwr1,0,1,1
Gm17644,0,1,1
Crisp4,0,1,1
Defb44-ps,0,1,1
Defb18,0,1,1
Defb41,0,1,1
NA,0,1,1
Tfap2d,0,1,1
Tfap2b,0,1,1
4930486I03Rik,0,1,1
Mir206,0,1,1
Mir133b,0,1,1
Il17a,0,1,1
Rims1,0,1,1
4933415F23Rik,0,1,1
Mir30a,0,1,1
Mir30c-2,0,1,1
Gm20172,0,1,1
Gm597,0,1,1
Gm6462,0,1,1
Gm9898,0,1,1
Lgsn,0,1,1
Pih1d3,0,1,1
Gm4850,0,1,1
Gm6489,0,1,1
Khdrbs2,0,1,1
Prss40,0,1,1
AA619741,0,1,1
NA,0,1,1
Gm19863,0,1,1
Lyg2,0,1,1
Lyg1,0,1,1
Nms,0,1,1
Gm3646,0,1,1
1700066B17Rik,0,1,1
4930448I06Rik,0,1,1
Pantr1,0,1,1
2900092D14Rik,0,1,1
NA,0,1,1
Stk-ps2,0,1,1
C230029F24Rik,0,1,1
Hsfy2,0,1,1
BC055402,0,1,1
Als2cr11,0,1,1
Dytn,0,1,1
Mdh1b,0,1,1
Crygf,0,1,1
Gm10558,0,1,1
Erbb4,0,1,1
Gm19335,0,1,1
Tnp1,0,1,1
1700027A15Rik,0,1,1
Pinc,0,1,1
D530049I02Rik,0,1,1
6030407O03Rik,0,1,1
Mir1928,0,1,1
Gpbar1,0,1,1
Cryba2,0,1,1
Mir375,0,1,1
Resp18,0,1,1
NA,0,1,1
NA,0,1,1
Gm17751,0,1,1
Pax3,0,1,1
Gm2102,0,1,1
NA,0,1,1
Nyap2,0,1,1
Krtap28-13,0,1,1
Daw1,0,1,1
Mir5126,0,1,1
Spata3,0,1,1
Gm5258,0,1,1
Tex44,0,1,1
Alppl2,0,1,1
Alpi,0,1,1
Chrnd,0,1,1
Chrng,0,1,1
3110079O15Rik,0,1,1
6430706D22Rik,0,1,1
Platr5,0,1,1
1700067G17Rik,0,1,1
4933400F21Rik,0,1,1
Asb18,0,1,1
Prlh,0,1,1
NA,0,1,1
Olfr1416,0,1,1
Olfr1415,0,1,1
Olfr1414,0,1,1
Olfr1413,0,1,1
Olfr1412,0,1,1
Olfr1411,0,1,1
Olfr1410,0,1,1
Olfr12,0,1,1
NA,0,1,1
Mir149,0,1,1
Aqp12,0,1,1
2310007B03Rik,0,1,1
Neu4,0,1,1
4930440C22Rik,0,1,1
1700063A18Rik,0,1,1
4930533P14Rik,0,1,1
Slco6b1,0,1,1
Slco6c1,0,1,1
Gm7133,0,1,1
Slco6d1,0,1,1
Gm20268,0,1,1
Serpinb5,0,1,1
Serpinb13,0,1,1
Serpinb3a,0,1,1
Serpinb3d,0,1,1
Serpinb3b,0,1,1
Serpinb3c,0,1,1
Cdh7,0,1,1
Cntnap5a,0,1,1
Gm7145,0,1,1
Gm19295,0,1,1
Cfap221,0,1,1
En1,0,1,1
Celrr,0,1,1
Il20,0,1,1
Avpr1b,0,1,1
Mir135b,0,1,1
Lemd1,0,1,1
Gm10538,0,1,1
Mybph,0,1,1
4933409D19Rik,0,1,1
Platr22,0,1,1
A130050O07Rik,0,1,1
Mir181a-1,0,1,1
Mir181b-1,0,1,1
Gm5833,0,1,1
1700019P21Rik,0,1,1
Crb1,0,1,1
4930590L20Rik,0,1,1
Gm4845,0,1,1
NA,0,1,1
Rgs21,0,1,1
Gm9931,0,1,1
Gm19891,0,1,1
Ptgs2os,0,1,1
Pdc,0,1,1
Apobec4,0,1,1
Teddm2,0,1,1
NA,0,1,1
NA,0,1,1
4930452N14Rik,0,1,1
Lhx4,0,1,1
NA,0,1,1
Fam163a,0,1,1
Gm19918,0,1,1
Mir488,0,1,1
Mir1927,0,1,1
NA,0,1,1
Ankrd45,0,1,1
Tex50,0,1,1
Mir199a-2,0,1,1
Mir214,0,1,1
Mroh9,0,1,1
Mettl11b,0,1,1
1700029M03Rik,0,1,1
4930568G15Rik,0,1,1
Gm19622,0,1,1
Gpa33,0,1,1
Mael,0,1,1
Gm4846,0,1,1
Gm4847,0,1,1
NA,0,1,1
Gm20101,0,1,1
NA,0,1,1
Olfr16,0,1,1
Olfr1408,0,1,1
Olfr1406,0,1,1
Olfr218,0,1,1
Olfr1404,0,1,1
Olfr418,0,1,1
Mptx2,0,1,1
Olfr430,0,1,1
Olfr429,0,1,1
Olfr427,0,1,1
Mptx1,0,1,1
Olfr220,0,1,1
Wdr64,0,1,1
Mir350,0,1,1
4930527J03Rik,0,1,1
NA,0,1,1
Ccdc121,0,1,1
Vmn1r1,0,1,1
Capn8,0,1,1
Ccdc185,0,1,1
1700112H15Rik,0,1,1
4930488B22Rik,0,1,1
Mir1981,0,1,1
5033404E19Rik,0,1,1
D1Pas1,0,1,1
1700007P06Rik,0,1,1
9330162B11Rik,0,1,1
Ush2a,0,1,1
NA,0,1,1
NA,0,1,1
A730013G03Rik,0,1,1
1700065J18Rik,0,1,1
G0s2,0,1,1
NA,0,1,1
Mir205,0,1,1
4930503O07Rik,0,1,1
Mir3962,0,1,1
Mir29b-2,0,1,1
Mir29c,0,1,1
9230019H11Rik,0,1,1
B020014A21Rik,0,1,1
Vip,0,1,1
Mir5104,0,1,1
Gm9930,0,1,1
Gm6150,0,1,1
4930567K20Rik,0,1,1
NA,0,1,1
Zc2hc1b,0,1,1
Gje1,0,1,1
Gm4922,0,1,1
4930405J17Rik,0,1,1
NA,0,1,1
Taar1,0,1,1
Taar2,0,1,1
Taar3,0,1,1
Taar4,0,1,1
Taar5,0,1,1
Taar6,0,1,1
Taar7a,0,1,1
Taar7b,0,1,1
Taar7f,0,1,1
Taar8a,0,1,1
NA,0,1,1
4930401C15Rik,0,1,1
Gm9767,0,1,1
2310057J18Rik,0,1,1
Soga3,0,1,1
9330159F19Rik,0,1,1
Gm20276,0,1,1
D830005E20Rik,0,1,1
NA,0,1,1
Clvs2,0,1,1
Sult3a2,0,1,1
Sult3a1,0,1,1
Rsph4a,0,1,1
Trappc3l,0,1,1
Fam26d,0,1,1
Rfpl4b,0,1,1
Mfsd4b2,0,1,1
Slc22a16,0,1,1
Gpr6,0,1,1
Mir3473b,0,1,1
Nr2e1,0,1,1
Speer5-ps1,0,1,1
NA,0,1,1
NA,0,1,1
Rfx6,0,1,1
4933411G06Rik,0,1,1
Vgll2,0,1,1
NA,0,1,1
NA,0,1,1
NA,0,1,1
Gm9956,0,1,1
LOC100504180,0,1,1
Duxf3,0,1,1
Gm4981,0,1,1
BB019430,0,1,1
Gm19916,0,1,1
Gm20611,0,1,1
NA,0,1,1
Mir5108,0,1,1
Neurog3,0,1,1
Tacr2,0,1,1
NA,0,1,1
Atoh7,0,1,1
Gm10118,0,1,1
Gm19386,0,1,1
1700023F02Rik,0,1,1
Gm10797,0,1,1
4930545H06Rik,0,1,1
Gm6362,0,1,1
1700049L16Rik,0,1,1
NA,0,1,1
4933407G14Rik,0,1,1
NA,0,1,1
Slc5a4a,0,1,1
Mir678,0,1,1
1700094J05Rik,0,1,1
NA,0,1,1
Gm10787,0,1,1
Gm19402,0,1,1
Gm9508,0,1,1
Gm10272,0,1,1
Gm10024,0,1,1
Gm10142,0,1,1
Krtap12-1,0,1,1
Gm10100,0,1,1
Gm9736,0,1,1
Gm3233,0,1,1
Gm3238,0,1,1
Gm7138,0,1,1
Gm3250,0,1,1
Gm7137,0,1,1
Gm9639,0,1,1
Gm19668,0,1,1
Gm9507,0,1,1
Gm2696,0,1,1
Krtap10-4,0,1,1
Krtap10-10,0,1,1
Gm10318,0,1,1
Gm3285,0,1,1
Olfr1358,0,1,1
Olfr1357,0,1,1
Olfr1356,0,1,1
Olfr1355,0,1,1
Olfr1354,0,1,1
Olfr8,0,1,1
Olfr1353,0,1,1
Olfr1352,0,1,1
Olfr1351,0,1,1
Olfr57,0,1,1
Vmn2r80,0,1,1
Vmn2r81,0,1,1
Vmn2r82,0,1,1
Vmn2r83,0,1,1
C2cd4c,0,1,1
Odf3l2,0,1,1
Fgf22,0,1,1
NA,0,1,1
Onecut3,0,1,1
NA,0,1,1
LOC100503696,0,1,1
Gm1553,0,1,1
NA,0,1,1
4930486F22Rik,0,1,1
NA,0,1,1
Gm6729,0,1,1
Gm5174,0,1,1
Gm10764,0,1,1
Ascl1,0,1,1
Ano4,0,1,1
Mir135a-2,0,1,1
Rmst,0,1,1
Mir1251,0,1,1
Gm20757,0,1,1
NA,0,1,1
Gm4792,0,1,1
4930556N09Rik,0,1,1
Mir3966,0,1,1
4930473O22Rik,0,1,1
Kera,0,1,1
Gm10754,0,1,1
Ccer1,0,1,1
C030005K15Rik,0,1,1
Gm8633,0,1,1
Gm18409,0,1,1
Gm4301,0,1,1
Gm4302,0,1,1
Gm4303,0,1,1
Gm4305,0,1,1
Gm4307,0,1,1
Gm4312,0,1,1
1700017N19Rik,0,1,1
Mir3059,0,1,1
Alx1,0,1,1
Lrriq1,0,1,1
Gm21293,0,1,1
Gm21304,0,1,1
Gm21312,0,1,1
Gm20765,0,1,1
Gm4340,0,1,1
Myf5,0,1,1
Myf6,0,1,1
Gm5136,0,1,1
1700020G17Rik,0,1,1
4933440J02Rik,0,1,1
Gm20758,0,1,1
Glipr1l1,0,1,1
Glipr1l2,0,1,1
1700010J16Rik,0,1,1
Trhde,0,1,1
Tph2,0,1,1
NA,0,1,1
NA,0,1,1
Kcnmb4os1,0,1,1
1700030O20Rik,0,1,1
Gm10747,0,1,1
Lrrc10,0,1,1
Il22,0,1,1
Iltifb,0,1,1
C78653,0,1,1
1700064J06Rik,0,1,1
1700025F24Rik,0,1,1
Grip1os2,0,1,1
Mir763,0,1,1
Gm10743,0,1,1
Wif1,0,1,1
NA,0,1,1
NA,0,1,1
Mir26a-2,0,1,1
Mir546,0,1,1
Olfr9,0,1,1
Olfr763,0,1,1
Olfr764-ps1,0,1,1
Olfr765,0,1,1
Olfr766-ps1,0,1,1
Olfr767,0,1,1
Olfr768,0,1,1
Olfr769,0,1,1
NA,0,1,1
Olfr770,0,1,1
Olfr771,0,1,1
Olfr772,0,1,1
Olfr773,0,1,1
Olfr774,0,1,1
Olfr775,0,1,1
Olfr776,0,1,1
Olfr777,0,1,1
Olfr780,0,1,1
Olfr781,0,1,1
Olfr782,0,1,1
Olfr784,0,1,1
Olfr786,0,1,1
Olfr787,0,1,1
Olfr788,0,1,1
Olfr790,0,1,1
Olfr791,0,1,1
Olfr794,0,1,1
Olfr796,0,1,1
Olfr798,0,1,1
Olfr799,0,1,1
Olfr800,0,1,1
Olfr801,0,1,1
Olfr802,0,1,1
Olfr803,0,1,1
Olfr804,0,1,1
Olfr805,0,1,1
Olfr806,0,1,1
Olfr807,0,1,1
Olfr808,0,1,1
Olfr809,0,1,1
Olfr810,0,1,1
Olfr811,0,1,1
Olfr812,0,1,1
Olfr813,0,1,1
Olfr814,0,1,1
Olfr815,0,1,1
Olfr816,0,1,1
Olfr818,0,1,1
Olfr819,0,1,1
Olfr247,0,1,1
Olfr820,0,1,1
Olfr821,0,1,1
Olfr822,0,1,1
Olfr823,0,1,1
Olfr824,0,1,1
Olfr825,0,1,1
Olfr826,0,1,1
Olfr827,0,1,1
NA,0,1,1
Cabp7,0,1,1
NA,0,1,1
Gm11978,0,1,1
Gm11981,0,1,1
Gm11985,0,1,1
1700046C09Rik,0,1,1
Pom121l12,0,1,1
Vstm2a,0,1,1
NA,0,1,1
4933406G16Rik,0,1,1
Mir1933,0,1,1
4932414J04Rik,0,1,1
Otx1,0,1,1
4933427E13Rik,0,1,1
2810471M01Rik,0,1,1
Mir216b,0,1,1
Mir216a,0,1,1
Mir217,0,1,1
NA,0,1,1
Smim23,0,1,1
Gabrp,0,1,1
D130052B06Rik,0,1,1
Mir218-2,0,1,1
Gm20157,0,1,1
Gm12130,0,1,1
Gabrg2,0,1,1
Gabra1,0,1,1
Gabra6,0,1,1
Gm9972,0,1,1
Gm12169,0,1,1
Gm12171,0,1,1
BC053393,0,1,1
Gm4926,0,1,1
Olfr1395,0,1,1
Olfr1391,0,1,1
Olfr1390,0,1,1
Olfr1389,0,1,1
Olfr1388,0,1,1
Olfr1387,0,1,1
Olfr1385,0,1,1
Olfr1382,0,1,1
Olfr1381,0,1,1
Olfr1380,0,1,1
Mir340,0,1,1
Mir804,0,1,1
4933414I15Rik,0,1,1
Prop1,0,1,1
Olfr1378,0,1,1
Olfr1377,0,1,1
Olfr51,0,1,1
Olfr54,0,1,1
9230009I02Rik,0,1,1
Gm12569,0,1,1
NA,0,1,1
Olfr1373,0,1,1
Olfr1371,0,1,1
Gm10447,0,1,1
Gm9837,0,1,1
4933405E24Rik,0,1,1
Il3,0,1,1
Meikin,0,1,1
Slc36a1os,0,1,1
NA,0,1,1
Nmur2,0,1,1
Hand1,0,1,1
Lypd8,0,1,1
4930504O13Rik,0,1,1
Olfr30,0,1,1
Olfr332,0,1,1
Olfr331,0,1,1
Olfr330,0,1,1
Olfr329-ps,0,1,1
Olfr328,0,1,1
Olfr224,0,1,1
Olfr325,0,1,1
Olfr324,0,1,1
NA,0,1,1
2210407C18Rik,0,1,1
Olfr320,0,1,1
Olfr319,0,1,1
Olfr318,0,1,1
Olfr316,0,1,1
Olfr315,0,1,1
Olfr314,0,1,1
Olfr313,0,1,1
Olfr312,0,1,1
Olfr311,0,1,1
Gm10435,0,1,1
Prss38,0,1,1
Olfr222,0,1,1
Olfr223,0,1,1
Olfr225,0,1,1
NA,0,1,1
NA,0,1,1
Gm12298,0,1,1
Pirt,0,1,1
2310065F04Rik,0,1,1
NA,0,1,1
NA,0,1,1
Rcvrn,0,1,1
Gsg1l2,0,1,1
Cfap52,0,1,1
Odf4,0,1,1
Shbg,0,1,1
Tnfsfm13,0,1,1
Tmem102,0,1,1
Spem2,0,1,1
Mir497,0,1,1
Mir195a,0,1,1
9230020A06Rik,0,1,1
Slc13a5,0,1,1
1700051A21Rik,0,1,1
Tekt1,0,1,1
NA,0,1,1
Olfr20,0,1,1
Olfr376,0,1,1
Olfr1,0,1,1
Olfr75-ps1,0,1,1
Olfr378,0,1,1
Olfr380,0,1,1
Olfr381,0,1,1
Olfr382,0,1,1
Olfr385,0,1,1
Olfr384,0,1,1
Zfp735,0,1,1
Olfr389,0,1,1
Olfr390,0,1,1
Olfr391-ps,0,1,1
Olfr392,0,1,1
Olfr393,0,1,1
Olfr394,0,1,1
Olfr395,0,1,1
Olfr23,0,1,1
Olfr397,0,1,1
Olfr398,0,1,1
Olfr139,0,1,1
Olfr399,0,1,1
Zfp616,0,1,1
Olfr401,0,1,1
Olfr402,0,1,1
Olfr403,0,1,1
Olfr43,0,1,1
Olfr406,0,1,1
Olfr59,0,1,1
Olfr410,0,1,1
Olfr411,0,1,1
Olfr412,0,1,1
Mir212,0,1,1
Mir132,0,1,1
NA,0,1,1
Mir22,0,1,1
Mir3971,0,1,1
Bhlha9,0,1,1
NA,0,1,1
Cryba1,0,1,1
Sez6,0,1,1
Sebox,0,1,1
Rab11fip4os2,0,1,1
Mir193a,0,1,1
Mir365-2,0,1,1
Spaca3,0,1,1
1700071K01Rik,0,1,1
5530401A14Rik,0,1,1
Gm11426,0,1,1
Snord7,0,1,1
Gm11437,0,1,1
Lhx1os,0,1,1
1700109G15Rik,0,1,1
NA,0,1,1
Mir5110,0,1,1
Gm20759,0,1,1
Mir21a,0,1,1
Gm11492,0,1,1
Olfr462,0,1,1
Olfr463,0,1,1
Olfr464,0,1,1
Ccdc182,0,1,1
Ankfn1,0,1,1
Kif2b,0,1,1
Gm11541,0,1,1
Gm11546,0,1,1
AA623943,0,1,1
Gm11543,0,1,1
Gm11544,0,1,1
A430060F13Rik,0,1,1
Dlx3,0,1,1
Dlx4,0,1,1
Dlx4os,0,1,1
NA,0,1,1
Mir3063,0,1,1
Gip,0,1,1
Hoxb13,0,1,1
Mir10a,0,1,1
Mir152,0,1,1
Gm11583,0,1,1
NA,0,1,1
Gsdma3,0,1,1
Gjd3,0,1,1
NA,0,1,1
Krt26,0,1,1
NA,0,1,1
Krt39,0,1,1
Krt40,0,1,1
Krtap3-3,0,1,1
Krtap3-2,0,1,1
Krtap3-1,0,1,1
Krtap1-5,0,1,1
Krtap1-4,0,1,1
Krtap1-3,0,1,1
Krtap9-3,0,1,1
Gm11938,0,1,1
Gm11937,0,1,1
Krtap2-4,0,1,1
Gm11562,0,1,1
Krtap4-1,0,1,1
Krtap4-2,0,1,1
Krtap4-7,0,1,1
Gm11555,0,1,1
Gm11563,0,1,1
Krtap4-6,0,1,1
Gm11595,0,1,1
Krtap4-8,0,1,1
Krtap4-9,0,1,1
Gm11596,0,1,1
Gm11569,0,1,1
Gm11554,0,1,1
Krtap4-13,0,1,1
Gm11564,0,1,1
2300003K06Rik,0,1,1
Krtap4-16,0,1,1
Gm11568,0,1,1
Gm11559,0,1,1
Krtap9-1,0,1,1
Gm11567,0,1,1
Krtap31-1,0,1,1
Gm11565,0,1,1
Krtap31-2,0,1,1
Krtap9-5,0,1,1
Krtap16-1,0,1,1
Krtap17-1,0,1,1
Krt33b,0,1,1
Krt34,0,1,1
Krt31,0,1,1
Krt32,0,1,1
Krt35,0,1,1
Krt36,0,1,1
Krt13,0,1,1
Krt42,0,1,1
Hcrt,0,1,1
NA,0,1,1
4930417O22Rik,0,1,1
1700006E09Rik,0,1,1
Ppy,0,1,1
Pyy,0,1,1
1700023F06Rik,0,1,1
NA,0,1,1
Lrrc37a,0,1,1
Gm884,0,1,1
Lyzl6,0,1,1
Rprml,0,1,1
Sppl2c,0,1,1
NA,0,1,1
March10,0,1,1
Cacng5,0,1,1
Cep112os1,0,1,1
E030025P04Rik,0,1,1
1700023C21Rik,0,1,1
NA,0,1,1
Gm11681,0,1,1
4933434M16Rik,0,1,1
1700092K14Rik,0,1,1
Gpr142,0,1,1
Otop2,0,1,1
Otop3,0,1,1
Mir3968,0,1,1
B230344G16Rik,0,1,1
Snord1a,0,1,1
NA,0,1,1
Enpp7,0,1,1
Gm11762,0,1,1
Mir338,0,1,1
Mir3065,0,1,1
Sectm1b,0,1,1
Uts2r,0,1,1
Ptchd3,0,1,1
Gm9548,0,1,1
1700101O22Rik,0,1,1
NA,0,1,1
1700022H16Rik,0,1,1
7420701I03Rik,0,1,1
1700034J04Rik,0,1,1
4930511A02Rik,0,1,1
Rad51ap2,0,1,1
Gm16497,0,1,1
4930448C13Rik,0,1,1
NA,0,1,1
Gm9265,0,1,1
NA,0,1,1
Gm19340,0,1,1
4930480M12Rik,0,1,1
Gm20187,0,1,1
Gm9866,0,1,1
Gm4166,0,1,1
Dcdc2c,0,1,1
Allc,0,1,1
Gm20208,0,1,1
Myt1l,0,1,1
C630031E19Rik,0,1,1
Tpo,0,1,1
2310016D03Rik,0,1,1
Gm6993,0,1,1
Ferd3l,0,1,1
Mir680-3,0,1,1
Agr2,0,1,1
Lrrc72,0,1,1
Mir5099,0,1,1
4930428E07Rik,0,1,1
Mir1938,0,1,1
Foxg1,0,1,1
3110039M20Rik,0,1,1
Gm9804,0,1,1
1810007C17Rik,0,1,1
1700031P21Rik,0,1,1
1700060O08Rik,0,1,1
Gm7550,0,1,1
Gm10465,0,1,1
Mir1892,0,1,1
Insm2,0,1,1
Gm19990,0,1,1
Sfta3-ps,0,1,1
Nkx2-1,0,1,1
C87198,0,1,1
Gm20016,0,1,1
Gm2568,0,1,1
Ttc6,0,1,1
NA,0,1,1
Gm20049,0,1,1
Gm20063,0,1,1
Lrfn5,0,1,1
Spanxn4,0,1,1
Fscb,0,1,1
Rpl10l,0,1,1
1700083H02Rik,0,1,1
Six6,0,1,1
D830013O20Rik,0,1,1
2210039B01Rik,0,1,1
Gm8075,0,1,1
Syt16,0,1,1
NA,0,1,1
1700086L19Rik,0,1,1
Dbpht2,0,1,1
Kcnh5,0,1,1
Gphb5,0,1,1
Rplp2-ps1,0,1,1
Mir5101,0,1,1
Mir5135,0,1,1
Gpx2,0,1,1
1700052I22Rik,0,1,1
Mir3067,0,1,1
NA,0,1,1
NA,0,1,1
Gm10006,0,1,1
1700085C21Rik,0,1,1
NA,0,1,1
NA,0,1,1
Lrrc74a,0,1,1
Oog1,0,1,1
Gm21319,0,1,1
Gm2042,0,1,1
Gm5955,0,1,1
Gm10436,0,1,1
Gm7104,0,1,1
5430427M07Rik,0,1,1
NA,0,1,1
1700019M22Rik,0,1,1
NA,0,1,1
Kif4-ps,0,1,1
Catsperb,0,1,1
Mir1936,0,1,1
Gm20604,0,1,1
Cox8c,0,1,1
Fam181a,0,1,1
Serpina16,0,1,1
Serpina4-ps1,0,1,1
Serpina5,0,1,1
Serpina3a,0,1,1
Gsc,0,1,1
Gm10000,0,1,1
Mir3069,0,1,1
Tcl1b4,0,1,1
Tcl1,0,1,1
Tunar,0,1,1
Gm2721,0,1,1
1700121N20Rik,0,1,1
4933406K04Rik,0,1,1
3110018I06Rik,0,1,1
4930465M20Rik,0,1,1
NA,0,1,1
Mir342,0,1,1
Mir1906-1,0,1,1
Mir770,0,1,1
Mir673,0,1,1
Mir493,0,1,1
Mir337,0,1,1
Mir540,0,1,1
Mir665,0,1,1
Mir3070a,0,1,1
Mir3070b,0,1,1
Rtl1,0,1,1
Mir431,0,1,1
6430411K18Rik,0,1,1
Mir433,0,1,1
Mir127,0,1,1
Mir434,0,1,1
Mir432,0,1,1
Mir3071,0,1,1
Mir136,0,1,1
Mir1188,0,1,1
Mir370,0,1,1
AF357425,0,1,1
AF357426,0,1,1
DQ267101,0,1,1
AF357355,0,1,1
DQ267102,0,1,1
Mir882,0,1,1
Mir379,0,1,1
Mir411,0,1,1
Mir299a,0,1,1
Mir380,0,1,1
Mir1197,0,1,1
Mir323,0,1,1
Mir758,0,1,1
Mir329,0,1,1
Mir494,0,1,1
Mir679,0,1,1
Mir1193,0,1,1
Mir666,0,1,1
Mir543,0,1,1
Mir495,0,1,1
Mir667,0,1,1
Mir376c,0,1,1
Mir654,0,1,1
Mir376b,0,1,1
Mir376a,0,1,1
Mir300,0,1,1
Mir381,0,1,1
Mir487b,0,1,1
Mir539,0,1,1
Mir544,0,1,1
Mir382,0,1,1
Mir134,0,1,1
Mir668,0,1,1
Mir485,0,1,1
Mir453,0,1,1
Mir154,0,1,1
Mir496a,0,1,1
Mir377,0,1,1
Mir409,0,1,1
Mir412,0,1,1
Mir369,0,1,1
Mir410,0,1,1
Mir3072,0,1,1
3110009F21Rik,0,1,1
Mir1247,0,1,1
A230087F16Rik,0,1,1
Mir3073a,0,1,1
Mir203,0,1,1
A730018C14Rik,0,1,1
B020018J22Rik,0,1,1
NA,0,1,1
Ighd3-1,0,1,1
Gm7003,0,1,1
Ighv16-1,0,1,1
Ighv1-16,0,1,1
Ighv1-62-1,0,1,1
Gm19331,0,1,1
Ighv8-14,0,1,1
Gm10421,0,1,1
Gm5441,0,1,1
Mir153,0,1,1
D230030E09Rik,0,1,1
Sp8,0,1,1
Abcb5,0,1,1
Speer6-ps1,0,1,1
Ucn3,0,1,1
Gm5444,0,1,1
NA,0,1,1
Zp4-ps,0,1,1
Prl2c3,0,1,1
Prl2c2,0,1,1
Prl2c5,0,1,1
NA,0,1,1
Gm20043,0,1,1
4930448F12Rik,0,1,1
Olfr1370,0,1,1
Olfr263,0,1,1
Olfr1368,0,1,1
NA,0,1,1
Gpx5,0,1,1
Olfr1367,0,1,1
Mir1896,0,1,1
Olfr1366,0,1,1
Olfr1535,0,1,1
Olfr1364,0,1,1
Olfr1362,0,1,1
Olfr11,0,1,1
Olfr1361,0,1,1
Olfr1360,0,1,1
Olfr1359,0,1,1
Mir1983,0,1,1
Vmn1r188,0,1,1
Vmn1r189,0,1,1
Vmn1r191,0,1,1
Vmn1r192,0,1,1
Vmn1r193,0,1,1
Vmn1r194,0,1,1
Vmn1r195,0,1,1
Vmn1r196,0,1,1
Vmn1r197,0,1,1
Vmn1r198,0,1,1
Vmn1r199,0,1,1
Vmn1r200,0,1,1
Vmn1r-ps103,0,1,1
Vmn1r201,0,1,1
Vmn1r202,0,1,1
Vmn1r203,0,1,1
Vmn1r204,0,1,1
Vmn1r205,0,1,1
Vmn1r206,0,1,1
Vmn1r207-ps,0,1,1
Vmn1r208,0,1,1
Vmn1r209,0,1,1
Vmn1r210,0,1,1
Vmn1r211,0,1,1
Vmn1r212,0,1,1
Vmn1r213,0,1,1
Vmn1r214,0,1,1
Vmn1r215,0,1,1
Vmn1r216,0,1,1
Vmn1r217,0,1,1
Vmn1r218,0,1,1
Vmn1r219,0,1,1
Vmn1r220,0,1,1
Vmn1r221,0,1,1
Vmn1r222,0,1,1
Vmn1r223,0,1,1
4933404K08Rik,0,1,1
Hist1h2af,0,1,1
Hist1h2aa,0,1,1
Scgn,0,1,1
4932702P03Rik,0,1,1
Gm11351,0,1,1
1700092E19Rik,0,1,1
Hdgfl1,0,1,1
Prl,0,1,1
Prl3d1,0,1,1
Prl3d2,0,1,1
Prl3d3,0,1,1
