GENE,logFC,PValue,FDR
Hdhd5,-0.985925286016038,2.10534057381723e-6,1.50979027587806e-4
Smchd1,-1.03079406278714,2.12368917686511e-6,1.51894074047412e-4
Aggf1,-0.749558007527469,2.13778076460048e-6,1.5250063884797e-4
Relb,1.58724830331569,2.16300217571452e-6,1.5389590610928e-4
Hacd1,-1.71796771153235,2.17126989315455e-6,1.54080794846077e-4
Prps1,-0.934420438587908,2.18153741687337e-6,1.54190610730748e-4
Bclaf1,-0.875839458241654,2.18559716706844e-6,1.54190610730748e-4
Wdr7,-1.01444481695662,2.18983684984983e-6,1.54190610730748e-4
Mnd1,-1.43797926104788,2.21982891375124e-6,1.55642726916896e-4
Nudt9,-1.0452400453573,2.22191316986481e-6,1.55642726916896e-4
Ripor1,-1.31828291382374,2.25080364033233e-6,1.57261162315147e-4
Elof1,-0.904771137408946,2.26809861660294e-6,1.58009476679502e-4
Ermp1,-0.885450348139207,2.27466045277539e-6,1.58009476679502e-4
Got2,-0.958278447939634,2.27895488643308e-6,1.58009476679502e-4
BC035044,1.57019781448055,2.31474457333502e-6,1.60082551548785e-4
Amd2,-1.38739790670829,2.32462145063162e-6,1.60344119433079e-4
Atp5c1,-0.777454925826648,2.33032588307392e-6,1.60344119433079e-4
5830418P13Rik,3.30816765332646,2.36047550457985e-6,1.61775479529325e-4
Tdp2,-0.899114166268693,2.3630326860128e-6,1.61775479529325e-4
Cop1,-0.741451443162346,2.37084382940986e-6,1.61902423214901e-4
Mrpl47,-1.0693381872263,2.4046005787672e-6,1.63796088045899e-4
A230045G11Rik,-0.898094049249977,2.47095879052773e-6,1.67751560408717e-4
Gatm,-1.61748527551789,2.47501290422369e-6,1.67751560408717e-4
Sgk3,-0.926785592369845,2.49276700350342e-6,1.68534612906018e-4
Acsl5,-0.955948386996751,2.5285828915692e-6,1.70531896798906e-4
Rnf214,-0.723299950133966,2.56597838440086e-6,1.72625560667403e-4
Nfkb2,1.42754538624375,2.62901761810833e-6,1.76429802080411e-4
Setd6,-0.979666647021389,2.64586271995896e-6,1.76718194024682e-4
Fbxo36,-1.55784502454844,2.6463190319013e-6,1.76718194024682e-4
Ccl2,3.18896788734263,2.70272848985512e-6,1.79251617712556e-4
Mbnl3,-1.33785527836028,2.7060388788226e-6,1.79251617712556e-4
Amfr,-0.637976331791642,2.70865966105169e-6,1.79251617712556e-4
Bloc1s2-ps,1.23490802642501,2.7106374362508e-6,1.79251617712556e-4
Fam96a,-0.82744118343972,2.72688623446676e-6,1.79888448947991e-4
Pdk3,-0.998193294001291,2.74238620660114e-6,1.80472916971458e-4
Slc46a3,-1.44493786058812,2.77470405454229e-6,1.8187618855147e-4
Cul2,-0.889660086549907,2.77709327969609e-6,1.8187618855147e-4
Pdcd6,-0.677437213264967,2.81313933380062e-6,1.83794023926363e-4
Pik3r2,-1.41323332200648,2.85407159436379e-6,1.86021131566459e-4
Plpp5,-1.28818540346415,2.87876700988099e-6,1.87181838664008e-4
Ankrd33b,2.0041803334615,2.88857604248641e-6,1.87371380092454e-4
Immp1l,-0.87479511891582,2.89927143114256e-6,1.87617376731009e-4
Polr3k,-0.843957654958528,2.90952382090292e-6,1.87833605530453e-4
Cln6,-1.24861794015507,3.04227953906293e-6,1.95938662540738e-4
Dnph1,-2.16474312653573,3.0693448959956e-6,1.9721447973585e-4
Drosha,-1.04297240791451,3.10919745207366e-6,1.99303956485637e-4
Cmc1,-0.909252527964664,3.13405528406271e-6,1.99988822542774e-4
Snrpe,-0.821877932982775,3.13459797649736e-6,1.99988822542774e-4
Camsap2,-1.22446891974351,3.15716554984817e-6,2.00956914471483e-4
Cuta,-1.00103952145028,3.17106311767341e-6,2.01020727452082e-4
Ube2k,-0.765355641513305,3.17296045023522e-6,2.01020727452082e-4
Gstp1,-0.987361190207041,3.19801949695712e-6,2.02137143971622e-4
Tbce,-0.774556620779941,3.20763770862009e-6,2.02274675829664e-4
Pradc1,-1.17650670142903,3.23508501095783e-6,2.03533276650053e-4
Ttll9,3.15963289297676,3.25530103695715e-6,2.04332163703137e-4
Acss1,-1.91441849381485,3.30391344618721e-6,2.06905676391526e-4
Rmi1,-0.976905261161183,3.32918023165743e-6,2.08008711531534e-4
Ints10,-0.977692397140838,3.35547234535794e-6,2.09170602923127e-4
Myo18a,-1.17355204429471,3.38252214351772e-6,2.10374300546151e-4
Eif4enif1,-0.830927301529594,3.47590598893593e-6,2.15688696057739e-4
Hpn,-2.6271469903811,3.49438519515851e-6,2.16093166152867e-4
Emc7,-0.661650431321428,3.4983256597837e-6,2.16093166152867e-4
Hus1,-1.1532139802371,3.55256462693474e-6,2.18945927427346e-4
Pip4k2c,-0.784311006122856,3.61388305657483e-6,2.2185783840504e-4
Ormdl1,-1.0841964298226,3.62977119806905e-6,2.2185783840504e-4
Dpy30,-1.00100776540244,3.63960806101308e-6,2.2185783840504e-4
Sh2d4a,-2.07926171797209,3.6403673707775e-6,2.2185783840504e-4
Ap1ar,-0.816309057773475,3.64062680483638e-6,2.2185783840504e-4
Pmpcb,-0.784904486930021,3.64885304161295e-6,2.21861693105141e-4
Usp6nl,-1.2129525691976,3.6695728970302e-6,2.22345124096816e-4
Gm2710,-1.04081267986775,3.67951305036115e-6,2.22345124096816e-4
Mrps22,-1.13631305145806,3.68134610705203e-6,2.22345124096816e-4
Ndc1,-1.23958704624326,3.71495826650018e-6,2.2364400188515e-4
Cdc25a,-1.28312831488618,3.7205876807513e-6,2.2364400188515e-4
Amd1,-1.35438441498926,3.72753717406722e-6,2.2364400188515e-4
Ndufv2,-0.837689218913179,3.74808535619296e-6,2.24381523999931e-4
Stard7,-0.802236273641763,3.78128552276182e-6,2.25613148420542e-4
Thoc3,-0.840013183356449,3.78526052024605e-6,2.25613148420542e-4
Pmpca,-0.795467966457823,3.8011027292445e-6,2.25816705299434e-4
Eif2a,-0.795929627950456,3.81011885962755e-6,2.25816705299434e-4
Sdha,-0.855883026861991,3.81360122640422e-6,2.25816705299434e-4
Ranbp17,-1.83004801447739,3.8275616157584e-6,2.26045264333526e-4
D930048N14Rik,-1.96966072533645,3.8340949577893e-6,2.26045264333526e-4
Isoc1,-0.770253932726184,3.8455968936712e-6,2.26232636305389e-4
Fam122b,-1.00507282811131,3.87736879883574e-6,2.27609085493643e-4
Pdlim1,-1.03278193342156,3.99163848751327e-6,2.3381194493992e-4
Ppp2r3c,-0.787128974733578,4.00771419701801e-6,2.3424874013065e-4
Azi2,-0.663081522108988,4.05821515176117e-6,2.36320429593359e-4
Tubgcp3,-0.936819275411203,4.06068224803185e-6,2.36320429593359e-4
Pklr,-3.37266025010173,4.06924320430082e-6,2.36320429593359e-4
Gtf2a2,-0.989697180016971,4.15394247775819e-6,2.40724952245181e-4
Anapc1,-0.892863720387335,4.16606331823903e-6,2.40913691332805e-4
Rab3gap2,-0.906344183418197,4.1815146632657e-6,2.41293815356472e-4
Mrps36,-0.989559750525888,4.28506197703063e-6,2.46745126003635e-4
B3gnt8,-2.11956126367249,4.31026567222479e-6,2.47152657021905e-4
Ercc6l2,-0.82879594834348,4.31032633387479e-6,2.47152657021905e-4
Dnm1l,-0.691596136818285,4.33364381522182e-6,2.47837136894261e-4
Mipep,-1.06599805188332,4.34050101775887e-6,2.47837136894261e-4
Spcs1,-0.588830357371343,4.37792789778828e-6,2.48710865076191e-4
Hnrnpl,-0.841976772069121,4.37861740766799e-6,2.48710865076191e-4
Wdr92,-0.985829556969535,4.38325561541982e-6,2.48710865076191e-4
Zmynd19,-1.30463999653866,4.41872540581337e-6,2.49788022328631e-4
Vps26b,-0.791763196242395,4.43579383881937e-6,2.49788022328631e-4
Ppp1ca,-0.779166426925156,4.43872902539292e-6,2.49788022328631e-4
Abcb7,-0.907027171002979,4.4457534539536e-6,2.49788022328631e-4
1700001L05Rik,-1.77516009929214,4.44819172180938e-6,2.49788022328631e-4
Gfm1,-1.00260248567723,4.5074195192581e-6,2.52592072399826e-4
Cct7,-0.84284513018608,4.52635292202649e-6,2.53131164748473e-4
Ccne1,-2.13314996398318,4.56557109149002e-6,2.54800116418084e-4
Rfesd,-1.34358183788562,4.5997810203671e-6,2.55340919851095e-4
Znhit3,-1.19779143022978,4.60156940277329e-6,2.55340919851095e-4
Arl6ip6,-1.17017176371492,4.60344570171958e-6,2.55340919851095e-4
Slc25a16,-0.868125006076769,4.63721842371832e-6,2.56690345291731e-4
Atf3,2.44398669775737,4.6476612093873e-6,2.56745495955157e-4
Fh1,-1.08473638745957,4.70732437067799e-6,2.59138538312958e-4
Pitrm1,-0.866711309079937,4.71004959441485e-6,2.59138538312958e-4
Snx3,-0.673417311946865,4.74753286287842e-6,2.60673122586207e-4
Zbtb1,-1.14851493044487,4.7787292482387e-6,2.61857020640886e-4
Med30,-0.855922205785548,4.8201243802087e-6,2.63593884365578e-4
Rpgr,-1.34055869434669,4.84079637513782e-6,2.64192780481668e-4
Cnot6,-1.01623779912441,4.89543721043085e-6,2.66573700645481e-4
Fbxo3,-0.873581105232947,4.91450672670124e-6,2.66573700645481e-4
Pfdn1,-0.850266651434351,4.92502348545894e-6,2.66573700645481e-4
Syce2,-1.41955160490676,4.9324306643372e-6,2.66573700645481e-4
Spopl,-1.05400176305237,4.93346228428849e-6,2.66573700645481e-4
Klhdc3,-0.939374254072202,4.95162511816778e-6,0.00026659675131119503
Tmed2,-0.572586001201071,4.96753046132363e-6,0.00026659675131119503
Rdx,-0.885421914225311,4.96945411757199e-6,0.00026659675131119503
Nfs1,-0.807027993511266,4.97312457834269e-6,0.00026659675131119503
Surf1,-0.776978322761724,5.0498369630124e-6,2.70176218145106e-4
Hells,-1.88805622747973,5.08092407195483e-6,2.71305373971828e-4
Mrps18c,-0.7726430187038,5.13029804909363e-6,2.73404648384933e-4
Dtwd1,-1.03176781163386,5.24565863041066e-6,2.79005393181862e-4
2510002D24Rik,-1.0047888101004,5.26580789383752e-6,2.79530063958223e-4
Med8,-0.714816651882177,5.37178097029665e-6,2.83858059001844e-4
Stt3b,-0.754367324120509,5.37799887164768e-6,2.83858059001844e-4
Ilkap,-0.719518365098675,5.37867104698296e-6,2.83858059001844e-4
Akap17b,-1.54265725897158,5.50966327003456e-6,2.89967729725074e-4
Npat,-0.971699934705746,5.51577748511216e-6,2.89967729725074e-4
Zfand4,-1.40190500002401,5.53457492167816e-6,2.9039423126697e-4
Il21r,1.57074957942594,5.58892225734461e-6,2.92680766921713e-4
Mrps28,-1.03166809283366,5.61493296251705e-6,2.93477428823559e-4
Aida,-0.710701049372316,5.71393510972997e-6,2.97742209107854e-4
Acp5,-0.750802621710992,5.72230086447622e-6,2.97742209107854e-4
Plekha7,1.94515506910705,5.72939311098303e-6,2.97742209107854e-4
Hdac1,-0.829526049692164,5.81265357087496e-6,3.01184953284495e-4
Nap1l4,-0.699561336060565,5.81780420450935e-6,3.01184953284495e-4
Rab20,2.04236669963799,5.8488811111154e-6,3.02218136347919e-4
Nup107,-1.00801496374731,5.87416809789489e-6,3.02948794559175e-4
Chsy1,-0.783598135744892,5.95927569011708e-6,3.06755973450174e-4
Prune1,-0.771037035675183,6.00747662551322e-6,3.08652565604582e-4
Tfg,-0.962735728329523,6.0496208602026e-6,3.10231406338578e-4
Srp19,-0.772804257063155,6.0762299768619e-6,3.11009142262015e-4
Primpol,-1.23483418122993,6.11260838554199e-6,3.11982702562332e-4
Spcs3,-0.888203137723241,6.11820819256496e-6,3.11982702562332e-4
Ssx2ip,-1.41582734596633,6.14701498232443e-6,3.12570136550345e-4
Gm10698,-0.629394878994421,6.15272905752362e-6,3.12570136550345e-4
Sfrp4,-3.61539225536223,6.21765331438927e-6,3.15185928035679e-4
Ryk,-1.25098104916273,6.22741246385664e-6,3.15185928035679e-4
Bcas2,-0.711516515931565,6.26129163099988e-6,3.15776635339074e-4
Dnajc10,-0.677571222162362,6.26232041089669e-6,3.15776635339074e-4
Car1,-2.18507328834711,6.36728714712778e-6,3.20474995132937e-4
Zfp639,-0.924185018908567,6.39565373004896e-6,3.21295380314265e-4
Dclre1a,-1.39807783038598,6.40722970419557e-6,3.21295380314265e-4
Nudt19,-0.968018279381014,6.53899151576672e-6,3.2711122802745e-4
Ugt8a,-2.60023932024912,6.55401358993746e-6,3.2711122802745e-4
Slc25a13,-1.02983163163677,6.55931488557195e-6,3.2711122802745e-4
6030458C11Rik,-1.04649861086749,6.61082811795003e-6,3.28456598146978e-4
Tbc1d24,-1.70584545748638,6.61602892670979e-6,3.28456598146978e-4
Mmadhc,-0.663573401357417,6.62254739999793e-6,3.28456598146978e-4
Clcc1,-0.594597609057068,6.6406964249377e-6,3.28756808986123e-4
Fnta,-0.763333412348517,6.69443215348751e-6,3.30814493635704e-4
9230114K14Rik,1.9043676847336,6.71113133953424e-6,3.31037819740837e-4
Tmco1,-0.605943408824306,6.8495967919174e-6,3.37255781173049e-4
Pccb,-1.26761725141518,6.88634276133883e-6,3.38451916655385e-4
Ndufs1,-1.0127062209228,6.9760454000363e-6,3.41672605392237e-4
Ap1s1,-0.974532781818307,6.98998323296923e-6,3.41672605392237e-4
Chd1l,-0.85121125701621,7.00533210746944e-6,3.41672605392237e-4
Gm15987,2.59280391153637,7.01195139946823e-6,3.41672605392237e-4
Cpt1a,-1.25883200122991,7.01472879093669e-6,3.41672605392237e-4
Psmd9,-1.15656635032253,7.0946351384067e-6,3.44946490924429e-4
Prkag1,-0.913298070057216,7.15603213246605e-6,3.4691936348083e-4
Mcm8,-1.44207332656986,7.16074038458905e-6,3.4691936348083e-4
Pgrmc2,-0.667925428798745,7.38166686095903e-6,3.56940434089548e-4
Patz1,-1.04630323565028,7.39385056081591e-6,3.56940434089548e-4
Cetn3,-0.674929112453893,7.57156096502153e-6,3.6487137494383e-4
Cops4,-0.705188830756181,7.60777392302938e-6,3.65925000398996e-4
Rab40c,0.943607091485412,7.62677672027069e-6,3.65925000398996e-4
Nup54,-1.12538320140383,7.63381563803786e-6,3.65925000398996e-4
Rfc2,-1.22771654253213,7.66154895454039e-6,3.66607815203263e-4
Tmx1,-0.88683085957836,7.6880741451615e-6,3.67230522304647e-4
Adm,2.28422528671176,7.70770164980896e-6,3.67522145859926e-4
Rtel1,-1.07616619742253,7.78050594167683e-6,3.69777797934266e-4
Ppp1r9b,-1.09837300056862,7.78221790420546e-6,3.69777797934266e-4
Rabif,-0.695859923875962,7.84396724951095e-6,3.72061406412667e-4
Gdf3,-3.20092214746231,7.85981099456747e-6,3.72163419897821e-4
Coq7,-1.21164277902836,7.97079976802156e-6,3.76762377208797e-4
Nr6a1,2.18086294986745,8.02307738972962e-6,3.7804346166523e-4
Armc9,-1.6406837004042,8.02572123260009e-6,3.7804346166523e-4
Prelid3b,-0.760234686656219,8.06769570448813e-6,3.79363151474538e-4
Uap1,-0.908788998748831,8.17574532076623e-6,3.83779934495864e-4
Mapk1,-0.745236136983999,8.19612827105415e-6,3.84073397032726e-4
D630023F18Rik,4.3027896744034,8.22742908533895e-6,3.84876583666829e-4
Fam92a,-0.938773008510194,8.25553842881768e-6,3.85527970716213e-4
Poc1b,-0.999308148582246,8.36475705702074e-6,3.89958374018468e-4
Mkrn2,-0.843651956792944,8.49339037621837e-6,3.9266677801841e-4
Ankrd13a,-0.85054981945289,8.49362117111892e-6,3.9266677801841e-4
Psma3,-0.68087256500994,8.49476202339762e-6,3.9266677801841e-4
Tmem33,-0.859383034652998,8.49674524824134e-6,3.9266677801841e-4
Ccdc82,-0.819348882752894,8.50340542775157e-6,3.9266677801841e-4
Cntln,-0.93371075557527,8.52978105016599e-6,3.9266677801841e-4
Ndufaf1,-0.82482681782244,8.53624137399562e-6,3.9266677801841e-4
Orc6,-1.37338069909136,8.53843282714156e-6,3.9266677801841e-4
Gdf15,4.06247502532282,8.58148722412126e-6,3.93980137270932e-4
Tmem216,-1.20998796526595,8.59659138456738e-6,3.94008022329101e-4
Haus7,-0.937589897764043,8.6314738764647e-6,3.94940788701067e-4
Yipf6,-0.860019097194866,8.70649667671161e-6,3.97703988531672e-4
Rpa1,-1.16900315720453,8.74595095043591e-6,3.98835907519963e-4
Topbp1,-1.19163118715059,8.77814950633852e-6,3.99633710942671e-4
Pdhx,-0.971132842371371,8.90565356669939e-6,4.03656540502636e-4
Slc12a6,-0.915009580995413,8.90679510474627e-6,4.03656540502636e-4
Elmod2,-0.93617643663543,8.9110682623195e-6,4.03656540502636e-4
Gin1,-1.19896299059692,8.95003424733136e-6,4.04747056253276e-4
Osgepl1,-1.31279603043549,8.99236931794829e-6,4.05986055967635e-4
Prss50,-3.36301099933721,9.01470745270551e-6,4.06319624970287e-4
Psmb7,-0.683437344632757,9.19816518216726e-6,4.13902204447225e-4
Ints4,-0.914425127447728,9.25822628868882e-6,4.15562716802747e-4
Cul1,-0.695009440172619,9.26564650584882e-6,4.15562716802747e-4
Gm10069,-1.10633816065814,9.30764898844198e-6,4.16241911125646e-4
Atp5j,-0.625245926381607,9.31141991848091e-6,4.16241911125646e-4
Gm21596,-0.947840815472762,9.36641454127125e-6,4.18012776382941e-4
Cul4b,-1.09859310328729,9.41140616468414e-6,4.19332144508115e-4
Ass1,1.34253292713062,9.45854145523116e-6,4.20742550264693e-4
Pola2,-1.23332050958857,9.49469282437187e-6,4.21361601446348e-4
Hnrnpab,-0.911550200723704,9.50346450151261e-6,4.21361601446348e-4
Actl6a,-0.943465973576627,9.59904288193406e-6,4.24906166918707e-4
Haus6,-1.0508639741846,9.65795460070268e-6,4.26818777386176e-4
Gm5424,1.36605662429444,9.72699238607613e-6,4.29171957891498e-4
Wrn,-1.18124878316803,9.75869182115727e-6,4.29872747175419e-4
Cpm,-1.26346371872972,9.95118818895237e-6,4.37642951112519e-4
Cd40,1.73732178418833,9.99823184490475e-6,4.39001523929994e-4
Naa35,-0.715272884738284,1.00147203535346e-5,4.39016265304382e-4
Atp5b,-0.801923730384576,1.0062032926351e-5,4.40137765886833e-4
Zfp976,-1.98605999443761,1.00726917981386e-5,4.40137765886833e-4
Hectd3,-0.776092115088559,1.02429387525438e-5,4.46416567962067e-4
Rtn3,-0.758066221263609,1.02492342767699e-5,4.46416567962067e-4
Msl3,-0.742214698435772,1.04053551636325e-5,4.52491436787788e-4
Siae,-0.941503245616522,1.04475127935572e-5,4.53598962006537e-4
Mrpl33,-0.731424456371989,1.06282589866773e-5,4.5969558759473e-4
Aldh9a1,-0.848532501101968,1.06366547369017e-5,4.5969558759473e-4
Slf1,-1.08022173997431,1.06386741453727e-5,4.5969558759473e-4
Fam129c,1.95128942473765,1.07792714225544e-5,4.65031457132709e-4
Pole2,-1.69204349034273,1.08685785663822e-5,4.66780049768297e-4
Esyt2,-0.781811671059717,1.08877335934193e-5,4.66780049768297e-4
Mrpl30,-0.667118372160112,1.08896543745677e-5,4.66780049768297e-4
Phb2,-0.891812930555836,1.08948255713511e-5,4.66780049768297e-4
Zbtb8a,-1.21470596182868,1.09056746606891e-5,4.66780049768297e-4
Ndufa10,-0.893140417997771,1.09375256742259e-5,4.67407248899035e-4
Smc6,-0.782703249696896,1.09912690221679e-5,4.68966563192311e-4
Cryl1,-1.02803919707392,1.10367920595385e-5,4.70170801545765e-4
Tex261,-0.730458693862398,1.12013324478924e-5,4.76433512678041e-4
Cyhr1,-0.830248765376021,1.12412803887084e-5,4.77385562007351e-4
Itgb3bp,-0.936860493875197,1.12609908587553e-5,4.77476553120297e-4
Sclt1,-0.916160082666998,1.12929377871551e-5,4.78085289902005e-4
Acsl6,-3.66363012625639,1.13254904627311e-5,4.78717737615194e-4
Gm4130,-0.710929682868968,1.15379926482017e-5,4.86942705256946e-4
Arhgef40,-1.52060652587595,1.15710770035176e-5,4.87581863377683e-4
Net1,-1.01930149430255,1.16779801900075e-5,4.91324804309927e-4
Sepsecs,-0.978280269072415,1.17114248949939e-5,4.91568281034802e-4
Lamtor3,-0.686926064218045,1.1719939884122e-5,4.91568281034802e-4
Orc5,-0.946328196639493,1.17568698051048e-5,4.92357418232579e-4
Cdk16,-0.738442031023326,1.17773068266917e-5,4.92454495757928e-4
Gemin2,-0.965090965238904,1.2017950892016e-5,5.01744834553152e-4
Pomt2,0.925551067317844,1.20858874990986e-5,5.03807264322088e-4
Ccdc14,-1.34151863645238,1.2149351575385e-5,5.05677222767824e-4
Reps2,-1.93523403695631,1.22078503469934e-5,5.07335114038125e-4
Gabpb2,-0.933944917461135,1.22380788601099e-5,5.07814878380043e-4
Cxcl10,1.7992475104386,1.22787165532136e-5,5.08724446950903e-4
Ppih,-1.02270543314074,1.23551775309105e-5,5.11113196518441e-4
Mrpl49,-0.923523085071895,1.24696475660605e-5,5.15064667474099e-4
Cnih1,-0.636952061509777,1.25056308530382e-5,5.15767133466958e-4
Eps15,-0.863815003480668,1.25534748797947e-5,5.16176494579072e-4
Zfp592,-0.645262452152032,1.25535399726541e-5,5.16176494579072e-4
Timm8b,-0.837493378324654,1.27728643500045e-5,5.2440132956008e-4
Cisd1,-0.935223962770786,1.28255494568486e-5,5.25770148850208e-4
Emc8,-0.661099768303628,1.29853224284348e-5,5.31096735198957e-4
Gm8203,-1.07099732161842,1.3012223888483e-5,5.31096735198957e-4
Mum1,-1.01023029421836,1.30142657027123e-5,5.31096735198957e-4
Rap2b,0.933836227840927,1.30336481245706e-5,5.31096735198957e-4
Hmgb1,-0.933836354505774,1.32334074917693e-5,5.38429314698798e-4
Sap18,-0.634977436167165,1.3320462764579e-5,5.40905231456859e-4
Fxn,-1.23809376432004,1.33340632501599e-5,5.40905231456859e-4
Tpgs2,-1.0676505710258,1.34119093604244e-5,5.4325228689564e-4
Ube2l3,-0.645202578944372,1.34644161920983e-5,5.44567511436069e-4
Fnbp1,1.14505780515718,1.35270503928928e-5,5.45401514200587e-4
Zfp740,-0.568619879608085,1.35328199507295e-5,5.45401514200587e-4
Dtx3,-0.901954184416367,1.35471748628521e-5,5.45401514200587e-4
Pin4,-0.648829857254814,1.3565304963376e-5,5.45401514200587e-4
Zfp652,-0.911822355075047,1.38255975652253e-5,5.55045666507029e-4
Afg3l1,-0.866795095805447,1.39575637641773e-5,5.59169080423042e-4
Cenpo,-0.985134769757092,1.39766279380059e-5,5.59169080423042e-4
Sirt1,-1.01177753674079,1.39900281352393e-5,5.59169080423042e-4
Rnf128,-1.98413702656066,1.41068617959903e-5,5.62118181737862e-4
Zfp141,-0.909749671439953,1.41323484842503e-5,5.62118181737862e-4
Tmem179b,-0.629123971670308,1.41333300505059e-5,5.62118181737862e-4
Retreg2,-0.753378164432238,1.41465409436954e-5,5.62118181737862e-4
Cxcl2,4.87991895158757,1.4200332799848e-5,5.62426904664991e-4
Ints5,-0.984688173354133,1.42096589168e-5,5.62426904664991e-4
Mrpl22,-0.916959733647942,1.42163907246348e-5,5.62426904664991e-4
Foxh1,-2.55163331155276,1.42987313540838e-5,5.64862237605587e-4
Synrg,-0.787213469842765,1.45235149926431e-5,5.72411548165527e-4
1110008L16Rik,-0.923435891146246,1.45319536492959e-5,5.72411548165527e-4
Ticam2,1.43746313942081,1.45539267977206e-5,5.72447433336105e-4
Snrpg,-0.832358242642081,1.46428291384472e-5,5.75111926522913e-4
6720489N17Rik,-1.5851906232266,1.46930764645705e-5,5.76252705960405e-4
Timeless,-1.60612360191929,1.47733006111919e-5,5.78564174800553e-4
Tapt1,-1.15931866397894,1.4818738496643e-5,5.78873811954432e-4
Gzf1,-0.758632973093266,1.48238041546887e-5,5.78873811954432e-4
Atl3,-0.698583464348489,1.48623444653801e-5,5.79198492483678e-4
Sdsl,-2.80320162227686,1.48801671760412e-5,5.79198492483678e-4
